FID,ano,mes,dia,hora,min,seg,lat,lon,erro_km,prof,mag,tipo_mag,tipo_dado,intensidad,UF,descricao,the_geom
IAG-BoletimSismicoBrasileiro.1556,1998,5,7,14,0,8,-7.5,-73.64,80,0,3.7,1,I,0,AC,Acampamento (UnB),POINT (-7.5 -73.64)
IAG-BoletimSismicoBrasileiro.1557,1998,5,12,10,53,44,-18.35,-56.65,50,0,3.3,1,I,0,MS,Paiaguas (UnB),POINT (-18.35 -56.65)
IAG-BoletimSismicoBrasileiro.1558,1998,5,12,14,29,51,-11.6,-56.8,10,0,3.6,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1559,1998,5,12,14,30,26,-18.41,-56.58,50,0,3.4,1,I,0,MS,Paiaguas (UnB),POINT (-18.41 -56.58)
IAG-BoletimSismicoBrasileiro.1560,1998,5,15,19,3,0,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1561,1998,5,15,19,3,34,-18.06,-56.73,50,0,3.3,1,I,0,MS,Paiaguas (UnB),POINT (-18.06 -56.73)
IAG-BoletimSismicoBrasileiro.1562,1998,5,20,18,13,17,-5.57,-35.78,5,0,2.1,5,I,0,RN,Joao Camara (UFRN.IAG),POINT (-5.57 -35.78)
IAG-BoletimSismicoBrasileiro.1563,1998,5,22,17,33,4,-19.17,-47.6,2,0,4.1,2,I,6,MG,Nova Ponte (UnB.IAG.IPT.UNESP.ISC),POINT (-19.17 -47.6)
IAG-BoletimSismicoBrasileiro.1564,1998,5,23,12,48,35,-20.78,-44.09,5,0,2.1,1,I,0,MG,LagoaDourada (IAG),POINT (-20.78 -44.09)
IAG-BoletimSismicoBrasileiro.1565,1998,5,30,9,57,45,-19.15,-55.97,40,0,3.6,1,I,0,MS,Paiaguas (UnB.IPT.IAG),POINT (-19.15 -55.97)
IAG-BoletimSismicoBrasileiro.1566,1998,6,2,23,18,47,-4.41,-38.29,2,0,2,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1567,1998,6,4,0,40,46,-4.41,-38.29,2,0,4,1,I,0,CE,Cascavel (UFRN.UnB.IAG) Fortaleza II MM,POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1568,1998,6,4,0,48,22,-4.41,-38.29,2,0,2.5,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1569,1998,6,4,11,31,30,-4.41,-38.29,2,0,2,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1570,1998,6,4,15,16,27,-4.41,-38.29,2,0,2.3,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1571,1998,6,9,3,18,20,-4.41,-38.29,2,0,2.3,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1572,1998,6,11,1,21,52,-4.41,-38.29,2,0,2.4,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1573,1998,6,11,1,41,47,-4.41,-38.29,2,0,2.2,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1574,1998,6,11,2,1,51,-4.41,-38.29,2,0,2,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1575,1998,7,1,21,25,9,-24.02,-44.46,30,0,3.2,1,I,0,SP,Margem Cont. (IAG.UnB),POINT (-24.02 -44.46)
IAG-BoletimSismicoBrasileiro.1576,1998,7,2,13,30,25,-4.41,-38.29,2,0,2.4,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1577,1998,7,3,17,23,35,-4.41,-38.29,2,0,2.5,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1578,1998,7,10,16,36,41,-4.41,-38.29,2,0,2.3,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1579,1998,7,19,0,32,59,-11.61,-56.78,10,0,3.8,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1580,1998,7,21,22,22,59,-11.59,-56.78,10,0,4.1,1,I,0,MT,Pto.Gauchos (UnB.IAG),POINT (-11.59 -56.78)
IAG-BoletimSismicoBrasileiro.1581,1998,7,23,16,32,24,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1582,1998,7,25,0,50,42,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1583,1998,7,29,1,46,44,-20.79,-45.76,20,0,2.3,1,I,0,MG,Guap? (IAG.UnB.IPT),POINT (-20.79 -45.76)
IAG-BoletimSismicoBrasileiro.1584,1998,7,29,6,20,52,-9.87,-39.87,1,0,3.1,1,I,3,BA,Jaguarari (IAG.UnB) Induzido por Mineracao,POINT (-9.87 -39.87)
IAG-BoletimSismicoBrasileiro.1585,1998,7,30,15,56,21,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1586,1998,8,4,6,2,41,-4.41,-38.29,2,0,2.8,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1587,1998,8,4,6,17,9,-4.41,-38.29,2,0,2.3,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1588,1998,8,16,22,0,0,-28.77,-49.55,20,0,3.4,3,C,0,SC,Meleiro (UnB),POINT (-28.77 -49.55)
IAG-BoletimSismicoBrasileiro.1589,1998,8,23,0,12,58,-19.59,-44.13,30,0,2.7,1,I,0,MG,P.Leopoldo (UnB.IAG.IPT),POINT (-19.59 -44.13)
IAG-BoletimSismicoBrasileiro.1590,1998,8,24,3,35,26,-19.59,-44.13,30,0,3,1,I,3-4,MG,P.Leopoldo (UnB.IAG.IPT),POINT (-19.59 -44.13)
IAG-BoletimSismicoBrasileiro.1591,1998,8,26,15,9,43,-19.09,-42.96,50,0,3.8,1,I,0,MG,Capelinha (UnB),POINT (-19.09 -42.96)
IAG-BoletimSismicoBrasileiro.1592,1998,8,27,14,23,57,-9.46,-50.49,50,0,3.2,1,I,0,PA,Pq.Nac.Arag. (UnB),POINT (-9.46 -50.49)
IAG-BoletimSismicoBrasileiro.1593,1998,9,1,5,38,12,-22.13,-41.07,30,0,2.2,1,I,0,RJ,Margem Cont. (IAG.IPT),POINT (-22.13 -41.07)
IAG-BoletimSismicoBrasileiro.1594,1998,9,6,13,20,39,-4.41,-38.29,2,0,2.1,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1595,1998,9,18,18,34,57,-24.96,-45.27,30,0,3.2,1,I,0,SP,Margem Cont. (IAG.IPT.UnB),POINT (-24.96 -45.27)
IAG-BoletimSismicoBrasileiro.1596,1998,9,18,18,40,44,-25.02,-45.47,30,0,3.1,1,I,0,SP,Margem Cont. (IAG.IPT.UnB),POINT (-25.02 -45.47)
IAG-BoletimSismicoBrasileiro.1597,1998,9,20,20,7,36,-15.03,-51.42,50,0,3,1,I,0,GO,Aruana (UnB),POINT (-15.03 -51.42)
IAG-BoletimSismicoBrasileiro.1598,1998,9,20,23,44,31,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1599,1998,9,24,3,48,48,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1600,1998,9,24,6,13,32,-11.6,-56.8,10,0,3.7,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1601,1998,10,7,15,39,13,-9.87,-39.87,1,0,2.5,1,I,2,BA,Jaguarari (IAG)Induzido por Mineracao,POINT (-9.87 -39.87)
IAG-BoletimSismicoBrasileiro.1602,1998,10,9,8,3,13,-8.73,-54.57,50,0,3.5,1,I,0,PA,S. Cachimbo (UnB),POINT (-8.73 -54.57)
IAG-BoletimSismicoBrasileiro.1603,1998,10,9,8,8,4,-11.6,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.8)
IAG-BoletimSismicoBrasileiro.1604,1998,10,18,7,13,13,-4.41,-38.29,2,0,2,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1605,1998,10,20,23,34,26,-4.41,-38.29,2,0,2.4,5,I,0,CE,Cascavel (UFRN.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1606,1998,11,5,8,11,33,-23.15,-46.05,20,0,2.6,1,I,4-5,SP,Igarata (IAG.IPT),POINT (-23.15 -46.05)
IAG-BoletimSismicoBrasileiro.1607,1998,11,11,19,10,57,-11.61,-56.79,10,0,3.7,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.61 -56.79)
IAG-BoletimSismicoBrasileiro.1608,1998,11,19,15,39,59,-9.66,-37,10,0,2.5,1,I,500,AL,Jaramataia (IAG),POINT (-9.66 -37)
IAG-BoletimSismicoBrasileiro.1609,1998,12,31,0,25,12,-16.37,-54.14,50,0,3,1,I,0,MT,Rondonopolis (UnB),POINT (-16.37 -54.14)
IAG-BoletimSismicoBrasileiro.1610,1999,1,2,8,33,55,-23.41,-49.17,30,0,3.4,1,I,0,SP,Itai (IPT.IAG.UnB),POINT (-23.41 -49.17)
IAG-BoletimSismicoBrasileiro.1611,1999,1,7,12,45,8,-4.41,-38.29,2,0,2.1,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1612,1999,2,8,18,44,45,-11.61,-56.78,10,2,3.1,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1613,1999,2,27,2,3,59,-24.42,-50.07,30,0,2.7,1,I,0,PR,NWPiraidoSul (IPT.IAG),POINT (-24.42 -50.07)
IAG-BoletimSismicoBrasileiro.1614,1999,3,6,12,32,54,-23.47,-40.91,40,0,2.2,1,I,0,RJ,Margem Cont. (IAG),POINT (-23.47 -40.91)
IAG-BoletimSismicoBrasileiro.1615,1999,3,15,5,13,32,-0.22,-63.79,30,22,4,0,I,0,AM,SGCachoeira (ISC.UnB:mb=4.4),POINT (-0.22 -63.79)
IAG-BoletimSismicoBrasileiro.1616,1999,3,18,9,31,28,-11.6,-56.79,10,2,3.7,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.6 -56.79)
IAG-BoletimSismicoBrasileiro.1617,1999,3,18,9,31,39,-22.3,-40.75,30,0,2.5,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.3 -40.75)
IAG-BoletimSismicoBrasileiro.1618,1999,3,28,3,5,47,-9.87,-39.87,1,0,2.8,1,I,0,BA,Jaguarari (IAG)Induzido por Mineracao,POINT (-9.87 -39.87)
IAG-BoletimSismicoBrasileiro.1619,1999,4,1,17,18,44,-11.59,-56.78,10,2,3.7,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.59 -56.78)
IAG-BoletimSismicoBrasileiro.1620,1999,4,2,3,7,31,-11.61,-56.78,10,2,3.1,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1621,1999,4,5,7,53,2,-22.53,-40.37,20,0,2.9,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.53 -40.37)
IAG-BoletimSismicoBrasileiro.1622,1999,4,11,20,26,49,-20.02,-47.31,5,0,2.9,1,I,0,MG,Jaguarinha (IAG.UnB.IPT),POINT (-20.02 -47.31)
IAG-BoletimSismicoBrasileiro.1623,1999,5,4,20,26,8,-11.6,-56.79,10,2,3,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.6 -56.79)
IAG-BoletimSismicoBrasileiro.1624,1999,5,5,3,45,53,-6.55,-38.35,5,0,2.2,1,I,0,PB,Uirauna (UFRN.IAG),POINT (-6.55 -38.35)
IAG-BoletimSismicoBrasileiro.1625,1999,5,7,6,45,0,-11.61,-56.78,10,2,3.3,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1626,1999,5,7,6,44,59,-11.61,-56.78,10,2,3.3,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1627,1999,5,7,7,1,29,-11.61,-56.78,10,2,3.4,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1628,1999,5,7,20,38,58,-11.62,-56.78,10,2,3.7,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.62 -56.78)
IAG-BoletimSismicoBrasileiro.1629,1999,5,9,14,24,59,-11.61,-56.78,10,2,3,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1630,1999,5,11,20,16,11,-11.61,-56.78,10,2,3.4,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1631,1999,5,12,18,59,48,-5.66,-35.85,5,0,2,5,I,0,RN,Joao Camara (UFRN),POINT (-5.66 -35.85)
IAG-BoletimSismicoBrasileiro.1632,1999,5,14,19,7,1,-22.35,-40.51,20,0,2.7,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.35 -40.51)
IAG-BoletimSismicoBrasileiro.1633,1999,5,18,6,57,14,-24.52,-41.6,30,0,3.1,1,I,0,RJ,Margem Cont. (IAG.UnB),POINT (-24.52 -41.6)
IAG-BoletimSismicoBrasileiro.1634,1999,5,31,2,34,10,-4.41,-38.15,2,0,2,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.15)
IAG-BoletimSismicoBrasileiro.1635,1999,6,4,3,41,14,-23.77,-44.32,30,0,2.5,1,I,0,SP,Margem Cont. (IAG),POINT (-23.77 -44.32)
IAG-BoletimSismicoBrasileiro.1636,1999,6,25,19,52,7,-24.51,-40.78,50,0,3.6,1,I,0,RJ,Margem Cont. (IAG.UnB),POINT (-24.51 -40.78)
IAG-BoletimSismicoBrasileiro.1637,1999,6,30,20,19,33,-5.62,-35.82,5,0,3,5,I,0,RN,Joao Camara (UFRN),POINT (-5.62 -35.82)
IAG-BoletimSismicoBrasileiro.1638,1999,6,30,20,24,17,-5.62,-35.82,5,0,2.1,5,I,0,RN,Joao Camara (UFRN),POINT (-5.62 -35.82)
IAG-BoletimSismicoBrasileiro.1639,1999,7,4,14,2,46,-5.62,-35.82,5,0,2.2,5,I,0,RN,Joao Camara (UFRN),POINT (-5.62 -35.82)
IAG-BoletimSismicoBrasileiro.1640,1999,7,11,1,35,0,-13.17,-39.58,10,0,2.9,4,C,0,BA,Ubaira (IAG) varios evts.,POINT (-13.17 -39.58)
IAG-BoletimSismicoBrasileiro.1641,1999,7,17,2,23,21,-22.56,-40.56,30,0,2.1,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.56 -40.56)
IAG-BoletimSismicoBrasileiro.1642,1999,7,31,20,6,0,-4.41,-38.29,2,0,2.3,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1643,1999,8,7,18,44,32,-11.61,-56.78,10,2,3.1,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.61 -56.78)
IAG-BoletimSismicoBrasileiro.1644,1999,8,8,5,25,10,-22.32,-40.57,20,0,2.8,1,I,0,RJ,Margem Cont (IAG),POINT (-22.32 -40.57)
IAG-BoletimSismicoBrasileiro.1645,1999,8,13,8,33,32,-3.94,-39.53,3,0,2,5,I,0,CE,Apuiares (UFRN),POINT (-3.94 -39.53)
IAG-BoletimSismicoBrasileiro.1646,1999,8,17,21,26,53,-23.68,-46.64,5,0,2.4,1,I,4,SP,Santo Amaro (IAG),POINT (-23.68 -46.64)
IAG-BoletimSismicoBrasileiro.1647,1999,8,18,4,43,58,-13.3,-49.2,80,0,3.5,1,I,0,GO,Porangatu (UnB.IAG),POINT (-13.3 -49.2)
IAG-BoletimSismicoBrasileiro.1648,1999,9,15,3,1,24,-20.93,-67.28,30,218,6,0,E,0,-,Bolivia (IAG) Sao Paulo I MM,POINT (-20.93 -67.28)
IAG-BoletimSismicoBrasileiro.1649,1999,9,15,14,58,18,-19.89,-44.15,5,0,2,5,I,2,MG,Betim (UnB),POINT (-19.89 -44.15)
IAG-BoletimSismicoBrasileiro.1650,1999,9,20,0,11,1,-16.35,-51,20,0,2.5,1,I,3-4,GO,Ipor? (UnB),POINT (-16.35 -51)
IAG-BoletimSismicoBrasileiro.1651,1999,10,1,18,2,45,-11.62,-56.79,10,2,3.5,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.62 -56.79)
IAG-BoletimSismicoBrasileiro.1652,1999,10,8,17,21,19,-24.18,-50.47,30,0,2,1,I,0,PR,Lagoa (IPT.IAG),POINT (-24.18 -50.47)
IAG-BoletimSismicoBrasileiro.1653,1999,10,16,13,45,26,-20.51,-43.7,40,0,2,1,I,0,MG,Ponte Nova (IAG) 2 evts.,POINT (-20.51 -43.7)
IAG-BoletimSismicoBrasileiro.1654,1999,10,24,19,13,42,-16.46,-44.09,50,0,3.5,1,I,0,MG,Mtes.Claros (IAG.UnB),POINT (-16.46 -44.09)
IAG-BoletimSismicoBrasileiro.1655,1999,10,25,9,24,6,-9.87,-39.87,1,0,2.2,1,I,0,BA,Jaguarari (IAG)Induzido por Mineracao,POINT (-9.87 -39.87)
IAG-BoletimSismicoBrasileiro.1656,1999,10,30,3,58,0,-22.02,-40.08,30,0,2,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.02 -40.08)
IAG-BoletimSismicoBrasileiro.1657,1999,11,12,7,42,6,-11.68,-56.8,10,0,3.5,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.68 -56.8)
IAG-BoletimSismicoBrasileiro.1658,1999,11,17,9,20,0,-8.28,-33.02,5,0,2.4,5,I,0,PE,Caruaru (UFRN),POINT (-8.28 -33.02)
IAG-BoletimSismicoBrasileiro.1659,1999,11,17,12,6,14,-8.28,-36.02,5,0,3,1,I,4-5,PE,Caruaru (UFRN.UnB),POINT (-8.28 -36.02)
IAG-BoletimSismicoBrasileiro.1660,1999,11,20,13,28,40,-11.62,-56.8,10,2,3.2,1,I,0,MT,Pto. Gauchos (UnB),POINT (-11.62 -56.8)
IAG-BoletimSismicoBrasileiro.1661,1999,12,16,5,8,21,-11.65,-47.8,50,0,3.4,1,I,0,TO,Natividade (UnB),POINT (-11.65 -47.8)
IAG-BoletimSismicoBrasileiro.1662,1999,12,22,11,18,55,-4.41,-38.29,2,0,2.2,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1663,1999,12,22,11,19,50,-4.41,-38.29,2,0,2.8,5,I,0,CE,Cascavel (UFRN.UnB),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1664,1999,12,22,12,3,5,-4.41,-38.29,2,0,2.1,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1665,1999,12,23,3,58,2,-4.41,-38.29,2,0,2.1,5,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1666,2000,1,22,23,36,40,-4.41,-38.29,2,0,3.3,1,I,0,CE,Cascavel (UFRN.UnB.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1667,2000,1,22,23,43,52,-4.41,-38.29,2,0,2.6,1,I,0,CE,Cascavel (UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1668,2000,1,23,6,22,39,-4.41,-38.29,2,0,3.1,1,I,0,CE,Cascavel (UFRN.UnB.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1669,2000,1,23,8,4,51,-4.41,-38.29,2,0,3,1,I,0,CE,Cascavel (UFRN.UnB.IAG),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1670,2000,2,18,0,0,0,-27.28,-52.33,10,0,2.6,4,C,3,SC,It? (IAG. Diario Catarinense),POINT (-27.28 -52.33)
IAG-BoletimSismicoBrasileiro.1671,2000,2,25,14,35,27,-4.41,-38.29,2,0,2.7,1,I,0,CE,Cascavel (UnB.IAG.UFRN),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1672,2000,3,28,23,41,55,-16.48,-55.73,100,0,3.4,1,I,2,MT,Pocon? (UnB),POINT (-16.48 -55.73)
IAG-BoletimSismicoBrasileiro.1673,2000,4,12,7,26,34,-12.27,-48.84,80,0,3.1,1,I,4-5,TO,S.V.Nativid. (UnB.IAG),POINT (-12.27 -48.84)
IAG-BoletimSismicoBrasileiro.1674,2000,4,17,14,29,46,-22.25,-40.43,20,0,2.8,1,I,0,RJ,Margem Cont. (IAG),POINT (-22.25 -40.43)
IAG-BoletimSismicoBrasileiro.1675,2000,4,22,22,11,45,-11.45,-50.38,100,0,3.2,1,I,0,MS,Luciara (UnB),POINT (-11.45 -50.38)
IAG-BoletimSismicoBrasileiro.1676,2000,4,23,9,31,16,-28.2,-62.9,10,610,6.9,0,E,0,-,Argentina (GS)Parana/SP I MM,POINT (-28.2 -62.9)
IAG-BoletimSismicoBrasileiro.1677,2000,4,28,3,15,8,-26.83,-56.35,50,0,3.9,1,I,0,-,Paraguay (UnB.IAG),POINT (-26.83 -56.35)
IAG-BoletimSismicoBrasileiro.1678,2000,5,2,14,5,0,-16.03,-56.53,30,0,3.7,3,C,5,MT,Cangas (IAG.UnB),POINT (-16.03 -56.53)
IAG-BoletimSismicoBrasileiro.1679,2000,5,6,5,11,39,-19.06,-47.98,10,0,3.3,1,I,5-6,MG,Miranda (UnB.IAG),POINT (-19.06 -47.98)
IAG-BoletimSismicoBrasileiro.1680,2000,5,12,18,43,24,-22.99,-66.74,10,244,6.2,0,E,0,E,Argentina (GS)Sao Paulo I MM,POINT (-22.99 -66.74)
IAG-BoletimSismicoBrasileiro.1681,2000,5,18,17,53,0,-5.5,-35.6,30,0,2.4,1,I,0,RN,Pureza. (UFRN),POINT (-5.5 -35.6)
IAG-BoletimSismicoBrasileiro.1682,2000,6,29,2,2,18,-4.41,-38.29,2,0,3.5,1,I,0,CE,Cascavel (UnB),POINT (-4.41 -38.29)
IAG-BoletimSismicoBrasileiro.1683,2000,7,4,4,54,47,-4.45,-38.33,5,0,4.1,1,I,4-5,CE,Pitombeiras (UnB.UFRN),POINT (-4.45 -38.33)
IAG-BoletimSismicoBrasileiro.1684,2000,7,13,23,55,41,-9.87,-39.87,1,0,2.8,1,I,0,BA,Jaguarari (IAG)Induzido p/ Mineracao,POINT (-9.87 -39.87)
IAG-BoletimSismicoBrasileiro.1685,2000,7,27,0,0,0,-16.37,-40.54,30,0,3.2,4,C,4-5,MG,Rubim (UnB),POINT (-16.37 -40.54)
IAG-BoletimSismicoBrasileiro.1686,2000,9,13,7,39,51,-12.02,-49.85,30,0,3.4,1,I,0,TO,Gurupi (IAG.UnB),POINT (-12.02 -49.85)
IAG-BoletimSismicoBrasileiro.1687,2000,9,23,1,55,25,-4.3,-38.4,50,0,3.1,1,I,0,CE,Pacajus (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.1688,2000,9,28,16,4,9,-21.04,-49.06,10,0,3.4,1,I,5,SP,Catigua (IAG.UnB.IPT),POINT (-21.04 -49.06)
IAG-BoletimSismicoBrasileiro.1689,2000,10,6,13,4,12,-3.19,-40.43,5,0,3.2,1,I,0,CE,Senador Sa (UFRN.UnB),POINT (-3.19 -40.43)
IAG-BoletimSismicoBrasileiro.1690,2000,10,17,13,37,45,-3.19,-40.43,5,0,3,1,I,0,CE,Senador Sa (UFRN.UnB),POINT (-3.19 -40.43)
IAG-BoletimSismicoBrasileiro.1691,2000,10,30,3,7,10,17.6,-61.3,50,0,5.6,0,E,0,RO,Leeward Is. (IAG. GS)BoaVista/RO II MM,POINT (17.6 -61.3)
IAG-BoletimSismicoBrasileiro.1692,2000,11,1,4,27,45,-7.97,-74.35,50,145,5.8,0,I,3,AC,Cruz.do Sul (ISC. IAG),POINT (-7.97 -74.35)
IAG-BoletimSismicoBrasileiro.1693,2000,11,1,4,28,1,-8.05,-74.89,50,186,5.2,0,I,0,AC,Cruz.do Sul (ISC),POINT (-8.05 -74.89)
IAG-BoletimSismicoBrasileiro.1694,2000,11,10,20,5,8,-4.3,-38.4,50,0,3,1,I,0,CE,Pacajus (UnB),POINT (-4.3 -38.4)
IAG-BoletimSismicoBrasileiro.1695,2000,11,20,9,36,33,-16.01,-47.79,10,0,4.2,1,I,6,DF,S.Sebastiao (UnB.IAG.IPT.UFRN),POINT (-16.01 -47.79)
IAG-BoletimSismicoBrasileiro.1696,2000,11,21,21,58,13,-11.5,-56.8,10,0,3.5,1,I,0,MT,P.Gauchos (UnB),POINT (-11.5 -56.8)
IAG-BoletimSismicoBrasileiro.1697,2000,12,1,0,28,42,-26.93,-56.53,50,0,2.5,1,I,0,-,Paraguay (UnB),POINT (-26.93 -56.53)
IAG-BoletimSismicoBrasileiro.1698,2000,12,21,4,43,34,-26.15,-58.12,50,0,2.8,1,I,0,-,Paraguay (UnB),POINT (-26.15 -58.12)
IAG-BoletimSismicoBrasileiro.1699,2000,12,18,1,31,40,-27.22,-57.55,50,0,2.8,1,I,0,-,Paraguay (UnB),POINT (-27.22 -57.55)
IAG-BoletimSismicoBrasileiro.1700,2000,12,6,17,47,11,-24.12,-44.8,20,0,3.2,1,I,0,SP,Margem Cont. (IAG),POINT (-24.12 -44.8)
IAG-BoletimSismicoBrasileiro.1701,2000,12,10,1,23,51,-15.58,-48.08,100,0,2.7,1,I,0,GO,Aguas LGoias (UnB.IAG),POINT (-15.58 -48.08)
IAG-BoletimSismicoBrasileiro.1702,2000,12,24,5,16,10,-11.5,-56.8,10,0,3.5,1,I,0,MT,P.Gauchos (UnB.IAG),POINT (-11.5 -56.8)
IAG-BoletimSismicoBrasileiro.1703,2001,1,7,3,50,15,-17.7,-44.7,0,0,3.4,1,I,0,MG,Pirapora (UnB),POINT (-17.7 -44.7)
IAG-BoletimSismicoBrasileiro.1704,2001,1,23,9,21,31,-5.28,-39.42,50,0,3.3,1,I,0,CE,Quixeramobim (IAG.UFRN),POINT (-5.28 -39.42)
IAG-BoletimSismicoBrasileiro.1705,2001,2,21,15,20,22,-11.2,-74.4,50,10,5.5,0,E,2,AC,Central Peru (IAG)(GS)Rio Branco/AC IIMM,POINT (-11.2 -74.4)
IAG-BoletimSismicoBrasileiro.1706,2001,2,26,20,42,0,-4.41,-38.29,2,0,3.7,1,I,0,CE,Cascavel (IAG.UnB) (IAG3.5.UnB3.8),POINT (-4.41 -38.29)
