FID,ano,mes,dia,hora,min,seg,lat,lon,erro_km,prof,mag,tipo_mag,tipo_dado,intensidad,UF,descricao,the_geom
IAG-BoletimSismicoBrasileiro.641,1986,2,21,22,41,51,-12.91,-48.42,0,0,2,1,I,0,GO,PALMEIROPOL. (UnB),POINT (-12.91 -48.42)
IAG-BoletimSismicoBrasileiro.642,1986,3,24,20,57,20,-8.4,-35.88,30,0,2.4,1,I,0,PE,CARUARU (IAG),POINT (-8.4 -35.88)
IAG-BoletimSismicoBrasileiro.643,1986,4,27,9,28,24,-22.4,-44.5,40,0,2.6,1,I,0,RJ,NOVA IGUACU (IAG. IPT),POINT (-22.4 -44.5)
IAG-BoletimSismicoBrasileiro.644,1986,5,1,4,15,56,-13.1,-49.9,80,0,2.7,1,I,0,GO,SAO MIGUEL (UnB),POINT (-13.1 -49.9)
IAG-BoletimSismicoBrasileiro.645,1986,6,12,1,43,49,-13.9,-40.4,50,0,3,1,I,0,BA,JEQUIE' (IAG.UnB),POINT (-13.9 -40.4)
IAG-BoletimSismicoBrasileiro.646,1986,6,14,21,26,15,-6.86,-38.59,10,0,3.2,1,B,4,PB,CAJAZEIRAS (UnB),POINT (-6.86 -38.59)
IAG-BoletimSismicoBrasileiro.647,1986,6,14,6,6,55,-6.86,-38.59,0,0,2,1,C,0,PB,CAJAZEIRAS (IAG.UnB),POINT (-6.86 -38.59)
IAG-BoletimSismicoBrasileiro.648,1986,6,14,6,25,30,-24.42,-60.54,100,0,3.5,1,I,0,-,PARAGUAI (UnB),POINT (-24.42 -60.54)
IAG-BoletimSismicoBrasileiro.649,1986,6,21,3,30,0,-21.77,-43.35,3,0,2.3,3,C,4,MG,JUIZ DE FORA (IAG),POINT (-21.77 -43.35)
IAG-BoletimSismicoBrasileiro.650,1986,7,2,21,25,0,-22.43,-50.58,1,0,2.2,3,A,4,SP,Paraguacu P. (IPT),POINT (-22.43 -50.58)
IAG-BoletimSismicoBrasileiro.651,1986,7,4,21,10,0,-22.43,-50.58,1,0,2.2,3,A,4,SP,Paraguacu P. (IPT),POINT (-22.43 -50.58)
IAG-BoletimSismicoBrasileiro.652,1986,7,4,6,0,0,-22.43,-50.58,0,0,0,-1,C,0,SP,Paraguacu P. (IPT),POINT (-22.43 -50.58)
IAG-BoletimSismicoBrasileiro.653,1986,7,4,4,0,0,-21.77,-43.35,3,0,2.3,3,A,4,MG,J. de Fora (IAG) varios eventos,POINT (-21.77 -43.35)
IAG-BoletimSismicoBrasileiro.654,1986,8,1,19,8,19,-19.85,-42.28,50,0,3.3,1,I,0,MG,CARATINGA (UnB.IAG),POINT (-19.85 -42.28)
IAG-BoletimSismicoBrasileiro.655,1986,8,5,23,13,30,-5.53,-35.75,10,0,3.3,1,A,5-6,RN,Joao Camara (UFRN.IAG) CAI+ITR,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.656,1986,8,5,23,58,22,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.657,1986,8,5,23,59,19,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG) mb inferida,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.658,1986,8,6,1,51,39,-4.5,-65.9,100,0,3.8,1,I,0,AM,RIO TEFE' (UnB),POINT (-4.5 -65.9)
IAG-BoletimSismicoBrasileiro.659,1986,8,6,12,56,1,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.660,1986,8,20,11,58,10,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.661,1986,8,20,18,0,14,-5.53,-35.75,10,0,3.8,1,C,5,RN,Joao Camara (UFRN.UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.662,1986,8,20,18,12,14,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.663,1986,8,21,9,34,40,-5.52,-35.73,5,0,4.2,1,A,6-7,RN,Joao Camara (UFRN.UnB.IAG) sentido J. Pessoa e Recife,POINT (-5.52 -35.73)
IAG-BoletimSismicoBrasileiro.664,1986,8,21,9,41,45,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (UnB.IAG) mb inferida,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.665,1986,8,22,19,20,4,-4,-51.2,200,0,2,1,I,0,PA,ALTAMIRA/TUC (UnB),POINT (-4 -51.2)
IAG-BoletimSismicoBrasileiro.666,1986,8,23,20,6,31,-5.53,-35.75,10,0,3.7,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.667,1986,8,25,14,52,12,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.668,1986,8,27,9,54,53,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.669,1986,8,27,13,25,26,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (UnB.UFRN.IAG) mb inf.,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.670,1986,9,3,1,16,6,-5.5,-35.74,5,0,4.1,1,A,6,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.5 -35.74)
IAG-BoletimSismicoBrasileiro.671,1986,9,3,3,38,18,-5.53,-35.75,10,0,3.4,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.672,1986,9,3,4,19,50,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.673,1986,9,4,1,15,39,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.674,1986,9,4,1,31,21,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.675,1986,9,5,20,39,28,-5.51,-35.76,5,0,4.1,1,A,6,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.51 -35.76)
IAG-BoletimSismicoBrasileiro.676,1986,9,5,20,46,17,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG) mb inferida,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.677,1986,9,5,20,57,23,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG) mb inferida,POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.678,1986,9,9,9,17,22,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.679,1986,9,9,20,2,36,-5.53,-35.75,10,0,3.6,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.680,1986,9,9,23,29,2,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.681,1986,9,11,9,5,41,-5.53,-35.75,10,0,3.6,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.682,1986,10,19,1,45,15,-23.45,-45.29,10,0,2.1,1,I,0,SP,S. Luis Par. (IAG.IPT),POINT (-23.45 -45.29)
IAG-BoletimSismicoBrasileiro.683,1986,11,17,23,23,6,-11.56,-56.58,40,0,3.6,1,I,0,MT,Pto.Gauchos (UnB),POINT (-11.56 -56.58)
IAG-BoletimSismicoBrasileiro.684,1986,11,30,3,57,24,-13.5,-48.75,100,0,3.2,1,I,0,GO,FORMOSO (UnB),POINT (-13.5 -48.75)
IAG-BoletimSismicoBrasileiro.685,1986,11,30,5,19,50,-5.53,-35.75,10,0,5.1,1,A,7,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.686,1986,11,30,5,26,10,-5.53,-35.75,10,0,3.9,1,I,0,RN,Joao Camara (UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.687,1986,11,30,6,7,35,-5.53,-35.75,10,0,4,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.688,1986,11,30,6,10,20,-5.53,-35.75,10,0,4.2,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.689,1986,11,30,6,58,57,-5.53,-35.75,10,0,3.8,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.690,1986,11,30,7,2,5,-5.53,-35.75,10,0,4.2,1,I,0,RN,Joao Camara (UnB.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.691,1986,11,30,14,1,47,-5.53,-35.75,10,0,3.8,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.692,1986,11,30,23,1,16,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.693,1986,11,30,23,2,47,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.694,1986,11,30,23,3,59,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.695,1986,12,1,21,59,16,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.696,1986,12,1,1,4,51,-5.53,-35.75,10,0,3.8,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.697,1986,12,1,17,37,5,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.698,1986,12,2,7,6,12,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.699,1986,12,2,9,50,48,-5.53,-35.75,10,0,3.6,1,I,0,RN,Joao Camara (IAG.UnB),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.700,1986,12,3,21,55,37,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.701,1986,12,3,8,1,46,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.702,1986,12,3,10,6,2,-5.53,-35.75,10,0,3.6,1,I,0,RN,Joao Camara (UnB.IAG.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.703,1986,12,5,14,17,50,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.704,1986,12,5,22,10,8,-5.53,-35.75,10,0,4,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.705,1986,12,6,3,4,21,-5.53,-35.75,10,0,3.4,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.706,1986,12,6,9,31,32,-5.53,-35.75,10,0,3.6,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.707,1986,12,6,9,51,4,-5.53,-35.75,10,0,3.8,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.708,1986,12,7,6,9,24,-8.24,-59.84,100,0,3.3,1,I,0,AM,R. ARIPUANA (UnB),POINT (-8.24 -59.84)
IAG-BoletimSismicoBrasileiro.709,1986,12,7,20,18,9,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.710,1986,12,8,21,23,42,-5.49,-35.72,2,6,3.6,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.49 -35.72)
IAG-BoletimSismicoBrasileiro.711,1986,12,8,21,49,3,-5.48,-35.7,3,6,3.5,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.48 -35.7)
IAG-BoletimSismicoBrasileiro.712,1986,12,9,6,48,44,-5.53,-35.74,3,5,4.4,1,I,6,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.74)
IAG-BoletimSismicoBrasileiro.713,1986,12,11,14,23,1,-5.53,-35.75,10,0,3.2,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.714,1986,12,13,4,32,17,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.715,1986,12,16,8,20,16,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.716,1986,12,16,21,52,18,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.717,1986,12,20,2,5,43,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.718,1986,12,24,7,5,25,-5.53,-35.75,10,0,3.8,1,I,0,RN,Joao Camara (UnB.IAG.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.719,1986,12,24,23,18,50,-5.53,-35.75,10,0,3.4,1,I,0,RN,Joao Camara (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.720,1986,12,28,16,9,15,-3.6,-54.6,200,0,3.1,1,I,0,PA,PACOVAL ? (UnB) ou: 2.5 N 54.3 W,POINT (-3.6 -54.6)
IAG-BoletimSismicoBrasileiro.721,1987,1,3,13,31,4,-5.53,-35.75,10,0,3.7,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.722,1987,1,4,2,24,48,-5.53,-35.75,10,0,3.5,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.723,1987,1,7,11,8,27,-5.6,-35.79,2,0,3.7,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.6 -35.79)
IAG-BoletimSismicoBrasileiro.724,1987,1,7,12,14,16,-5.6,-35.79,2,0,3.8,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.6 -35.79)
IAG-BoletimSismicoBrasileiro.725,1987,1,7,15,6,45,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.726,1987,1,13,6,38,59,-5.53,-35.75,10,0,3.3,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.727,1987,1,28,16,16,12,-5.52,-35.76,2,0,3.7,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.52 -35.76)
IAG-BoletimSismicoBrasileiro.728,1987,1,28,6,59,56,-0.04,-63.22,300,0,3.9,1,I,0,AM,BARCELOS ? BAL3+ATM1,POINT (-0.04 -63.22)
IAG-BoletimSismicoBrasileiro.729,1987,1,30,2,3,0,-5.53,-35.75,10,0,3,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.730,1987,2,0,17,0,0,-21.03,-44.75,0,0,0,-1,C,0,MG,"Bom Sucesso (IAG 2002) ""fev. ou mar?o. 15 a 17h""",POINT (-21.03 -44.75)
IAG-BoletimSismicoBrasileiro.731,1987,2,3,23,51,56,-5.5,-35.73,2,0,3.8,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.5 -35.73)
IAG-BoletimSismicoBrasileiro.732,1987,2,7,7,48,14,-5.53,-35.75,10,0,3.4,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.733,1987,2,7,22,12,38,-5.49,-35.71,2,0,3.7,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.49 -35.71)
IAG-BoletimSismicoBrasileiro.734,1987,2,23,20,1,37,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (IAG.UnB.UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.735,1987,2,24,20,15,6,-5.53,-35.75,10,0,3.1,1,I,0,RN,Joao Camara (UnB.UFRN.IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.736,1987,2,25,21,37,4,-3.72,-39.81,50,0,3,1,C,4,CE,ITAPAJE' (UnB.IAG) Uruburetama,POINT (-3.72 -39.81)
IAG-BoletimSismicoBrasileiro.737,1987,3,5,9,17,0,0,0,0,0,6.5,0,E,0,SP,SAO PAULO Chile,POINT (0 0)
IAG-BoletimSismicoBrasileiro.738,1987,3,10,23,42,3,-5,-35,100,0,2.8,1,I,0,RN,Touros (UFRN. IAG),POINT (-5 -35)
IAG-BoletimSismicoBrasileiro.739,1987,3,20,3,0,0,-21.8,-43.3,5,0,0,-1,C,0,MG,Juiz de Fora (IAG),POINT (-21.8 -43.3)
IAG-BoletimSismicoBrasileiro.740,1987,3,20,14,46,59,-24.7,-43.6,100,0,3,1,I,0,SP,Plat.Contin. (IAG. IPT. ON),POINT (-24.7 -43.6)
IAG-BoletimSismicoBrasileiro.741,1987,3,21,20,39,14,-21.9,-45.6,5,0,2.5,1,I,0,MG,S.Gonc.Sapuc (IAG. IPT. ON),POINT (-21.9 -45.6)
IAG-BoletimSismicoBrasileiro.742,1987,3,22,3,15,9,-26.7,-44.2,100,0,3.2,1,I,0,PR,Plat.Contin. (IAG. IPT. ON),POINT (-26.7 -44.2)
IAG-BoletimSismicoBrasileiro.743,1987,4,1,1,48,5,0,0,0,0,6.2,0,E,0,SP,Sao Paulo Argentina,POINT (0 0)
IAG-BoletimSismicoBrasileiro.744,1987,4,10,15,29,34,-20.01,-43.78,60,0,2.5,1,I,0,MG,Nova Lima (UnB),POINT (-20.01 -43.78)
IAG-BoletimSismicoBrasileiro.745,1987,4,24,5,58,0,0,0,0,0,0,-1,C,0,AL,MACEIO' (TV. Manchete),POINT (0 0)
IAG-BoletimSismicoBrasileiro.746,1987,4,26,0,0,0,-13.85,-39.88,20,0,0,-1,C,0,BA,APUAREMA SERIE DE EVENTOS,POINT (-13.85 -39.88)
IAG-BoletimSismicoBrasileiro.747,1987,4,28,4,59,17,-5.53,-35.75,10,0,3.6,1,I,0,RN,JOAO CAMARA (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.748,1987,5,1,5,25,44,-20.8,-44.4,20,0,2.5,1,I,0,MG,S.J. del REI (IAG. IPT),POINT (-20.8 -44.4)
IAG-BoletimSismicoBrasileiro.749,1987,5,17,5,32,15,-5.7,-36.05,50,0,2,1,B,0,RN,CAICARA R.V. (UFRN. IAG),POINT (-5.7 -36.05)
IAG-BoletimSismicoBrasileiro.750,1987,6,2,6,8,8,-8.38,-36.15,6,0,2,1,I,0,PE,TACAIMBO' (IAG),POINT (-8.38 -36.15)
IAG-BoletimSismicoBrasileiro.751,1987,6,2,6,29,36,-8.38,-36.15,6,0,2.3,1,C,0,PE,TACAIMBO' (UFRN. IAG) varios,POINT (-8.38 -36.15)
IAG-BoletimSismicoBrasileiro.752,1987,6,2,19,16,0,-20.5,-44.5,50,0,2.8,1,I,0,MG,S. ITAGUARA (IAG),POINT (-20.5 -44.5)
IAG-BoletimSismicoBrasileiro.753,1987,6,18,16,21,2,-5.53,-35.75,10,0,3,1,I,0,RN,JOAO CAMARA (IAG. UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.754,1987,6,27,5,9,2,-5.53,-35.75,10,0,3,1,I,0,RN,JOAO CAMARA (IAG. UFRN),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.755,1987,7,29,7,18,28,-27.6,-43.5,100,0,3.7,1,I,0,-,ATLANTICO (IAG. IPT),POINT (-27.6 -43.5)
IAG-BoletimSismicoBrasileiro.756,1987,8,3,11,34,47,-13.23,-39.68,5,0,2.3,1,C,0,BA,V.JEQUIRICA' (IAG) VARIOS,POINT (-13.23 -39.68)
IAG-BoletimSismicoBrasileiro.757,1987,8,4,13,25,41,-21.4,-46.2,20,0,2.5,1,I,0,MG,ALFENAS (IAG. ON),POINT (-21.4 -46.2)
IAG-BoletimSismicoBrasileiro.758,1987,8,27,13,1,22,-25,-44.1,50,0,3.6,1,I,0,SP,Plat. Contin (IAG. ON. IPT),POINT (-25 -44.1)
IAG-BoletimSismicoBrasileiro.759,1987,9,1,4,26,0,0,0,0,0,6,0,E,0,SP,SAO PAULO Argentina,POINT (0 0)
IAG-BoletimSismicoBrasileiro.760,1987,9,5,10,10,22,-21.3,-46.2,10,0,2.9,1,I,0,MG,NW Alfenas (IAG. ON. IPT),POINT (-21.3 -46.2)
IAG-BoletimSismicoBrasileiro.761,1987,9,23,1,35,21,-19.55,-43.99,20,0,3.2,1,I,0,MG,LAGOA SANTA (UnB. IAG),POINT (-19.55 -43.99)
IAG-BoletimSismicoBrasileiro.762,1987,9,28,20,18,49,-18.9,-44,80,0,3.1,1,I,0,MG,CORDISBURGO (UnB),POINT (-18.9 -44)
IAG-BoletimSismicoBrasileiro.763,1987,10,14,1,8,19,-2.43,-55.15,50,0,3.5,1,I,0,PA,TUMUCUMAQUE? (UnB) ou: 2.2 N 55.0 W,POINT (-2.43 -55.15)
IAG-BoletimSismicoBrasileiro.764,1987,10,15,9,1,41,-11.6,-56.9,50,0,3.9,1,I,0,MT,P. GAUCHOS (UnB),POINT (-11.6 -56.9)
IAG-BoletimSismicoBrasileiro.765,1987,10,24,21,23,40,-7.01,-73.94,30,0,5.2,0,I,0,-,Peru-Brasil (NEIS),POINT (-7.01 -73.94)
IAG-BoletimSismicoBrasileiro.766,1987,10,24,0,0,0,0,0,0,0,2.5,1,C,4,SP,PARAIBUNA (IAG) BOLETIM???,POINT (0 0)
IAG-BoletimSismicoBrasileiro.767,1987,11,30,1,23,56,-5.53,-35.75,10,0,3,1,I,0,RN,JOAO CAMARA (IAG),POINT (-5.53 -35.75)
IAG-BoletimSismicoBrasileiro.768,1987,12,10,21,36,24,-11.5,-56.9,50,0,3.5,1,I,0,MT,P. GAUCHOS (UnB) 57.9W ??,POINT (-11.5 -56.9)
IAG-BoletimSismicoBrasileiro.769,1987,12,11,9,17,40,-6.8,-51.2,50,0,3,1,I,0,PA,S.FELIX XIN. (UnB),POINT (-6.8 -51.2)
IAG-BoletimSismicoBrasileiro.770,1987,12,15,11,22,41,-4.8,-50.45,50,0,2.5,1,I,0,PA,SA. CARAJAS (UnB),POINT (-4.8 -50.45)
IAG-BoletimSismicoBrasileiro.771,1987,12,17,4,32,0,-20.1,-44.5,25,0,2.3,1,I,0,MG,C. CAJURU (IAG. UnB. IPT),POINT (-20.1 -44.5)
IAG-BoletimSismicoBrasileiro.772,1987,12,17,5,13,40,-20.2,-44.8,25,0,2.4,1,I,0,MG,C. CAJURU (IAG. UnB. IPT),POINT (-20.2 -44.8)
IAG-BoletimSismicoBrasileiro.773,1988,1,19,23,41,36,-0.4,-49.9,100,0,3.8,1,I,0,PA,CHAVES ? (UnB),POINT (-0.4 -49.9)
IAG-BoletimSismicoBrasileiro.774,1988,2,16,15,3,0,5.02,-51.25,100,0,3.7,1,I,0,AP,Plataforma (UnB),POINT (5.02 -51.25)
IAG-BoletimSismicoBrasileiro.775,1988,2,22,22,27,18,-5,-38.2,30,0,2,1,I,0,CE,MORADA NOVA? (UnB. IAG),POINT (-5 -38.2)
IAG-BoletimSismicoBrasileiro.776,1988,3,14,6,11,42,-4.7,-38,30,0,2.2,1,I,0,CE,PALHANO (UnB. IAG),POINT (-4.7 -38)
IAG-BoletimSismicoBrasileiro.777,1988,3,14,10,31,51,-4.6,-37.9,30,0,2.1,1,I,0,CE,PALHANO ? (UnB. IAG),POINT (-4.6 -37.9)
IAG-BoletimSismicoBrasileiro.778,1988,3,14,23,43,33,-4.6,-38,30,0,2.1,1,I,0,CE,PALHANO ? (IAG. UFRN. UnB),POINT (-4.6 -38)
IAG-BoletimSismicoBrasileiro.779,1988,4,1,21,36,29,-3.95,-40.34,2,8,4.1,1,I,5-6,CE,GROAIRAS (UFRN) Sobral,POINT (-3.95 -40.34)
IAG-BoletimSismicoBrasileiro.780,1988,4,1,21,37,46,-3.95,-40.34,2,0,3.9,1,I,0,CE,GROAIRAS (IAG) Sobral,POINT (-3.95 -40.34)
IAG-BoletimSismicoBrasileiro.781,1988,4,5,3,0,51,-22.1,-51.34,20,0,3.8,1,A,6,SP,P. PRUDENTE (UnB. IAG),POINT (-22.1 -51.34)
IAG-BoletimSismicoBrasileiro.782,1988,4,14,4,20,11,-4.8,-38.1,30,0,2.1,1,I,0,CE,PALHANO ? (UnB. IAG),POINT (-4.8 -38.1)
IAG-BoletimSismicoBrasileiro.783,1988,4,30,7,33,16,-4.7,-38.3,30,0,2.5,1,I,0,CE,PALHANO ? (UnB. IAG),POINT (-4.7 -38.3)
IAG-BoletimSismicoBrasileiro.784,1988,5,1,3,33,21,-4.7,-38.2,30,0,2.6,1,I,0,CE,PALHANO ? (UnB. IAG),POINT (-4.7 -38.2)
IAG-BoletimSismicoBrasileiro.785,1988,5,9,16,0,0,-21.2,-47.6,0,0,0,-1,C,0,SP,SERRANA (TV Globo. Rib. Preto),POINT (-21.2 -47.6)
IAG-BoletimSismicoBrasileiro.786,1988,5,13,9,0,21,-5.05,-37.63,100,0,2.3,1,I,0,RN,BARAUNA (UnB. IAG),POINT (-5.05 -37.63)
IAG-BoletimSismicoBrasileiro.787,1988,6,5,16,50,32,0.92,-61.66,50,0,3.8,1,I,0,RR,S.JOSE ANAUA (UnB),POINT (0.92 -61.66)
IAG-BoletimSismicoBrasileiro.788,1988,6,7,6,33,14,-24.32,-58.12,100,0,3,1,I,0,-,PARAGUAI (UnB. IAG),POINT (-24.32 -58.12)
IAG-BoletimSismicoBrasileiro.789,1988,6,11,23,59,29,-4.3,-41.48,70,0,3.1,1,I,0,PI,PEDRO II (UnB. IAG),POINT (-4.3 -41.48)
IAG-BoletimSismicoBrasileiro.790,1988,6,24,10,1,44,-20.66,-57.97,50,0,3.9,1,I,0,MS,MS (GS. UnB. IAG),POINT (-20.66 -57.97)
IAG-BoletimSismicoBrasileiro.791,1988,6,25,11,56,26,-5.53,-35.75,15,0,3.4,1,I,0,RN,JOAO CAMARA (UnB) SERIE DE EVENTOS,POINT (-5.53 -35.75)
